description,id,jobflag
"Design or develop software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design",759.0,3
"Work closely with multiple product and engineering teams to find ways to improve the product, and interact with our Site Reliability Engineering (SRE) teams to drive high-quality production.",760.0,3
"Perform end to end testing of all Transit Systems Software and Hardware (Ticket Vending Machine, Ticket Office Machine, Validation Systems, Web and Mobile)",761.0,3
"Design, develop, document and deliver reports of moderate complexity for Tyler Clients using Microsoft Visual Studio and Microsoft SSRS.",766.0,3
"Improving operations by conducting systems analysis, recommending changes in policies and procedures, updating job knowledge by studying state-of-the-art development tools programming techniques, and computing equipment, participating in educational activities, etc.",767.0,3
"Develop, implement and maintain unit tests of programs.",768.0,3
"Manage customer relationships and perform RFP Review, Customer Visits and Product Testing.",771.0,3
Analytical skills & software development skills,773.0,3
Responsible for refusing unsafe work and for carrying out all work in accordance with the established safety standards and work practices.,774.0,3
"Developing, managing and/or maintaining controls software for production machines and processes specific to customer requirements.",775.0,3
"Actively participate on an Agile scrum team, sizing work efforts and decomposing functionality and iteratively delivering value.",779.0,3
Coordinates collection of operation and maintenance manual information for distribution to project Coordinator for assembly,784.0,3
Ensure functionality of system and fix issues,786.0,3
Demonstrated expertise in creating component and assembly drawings that utilize traditional tolerancing and Geometric Dimensioning and Tolerancing (GD&T) as appropriate.,787.0,3
"Oversee projects completely, from requirements document to delivery",790.0,3
Employ data and analytics to measure the impact of your solutions.,791.0,3
"Implement code that follows established standards and demonstrates a basic understanding of services, and data warehousing",794.0,3
